y,value
0,23
1,20
2,15
3,11
4,9
5,9
6,8
7,8
8,8
9,8
10,6
11,6
12,6
13,6
14,6
15,16
16,20
17,18
18,15
19,14
20,14
21,14
22,13
23,13
24,13
25,13
26,13
27,13
28,14
29,13
30,13
31,15
32,20
33,24
34,22
