y,value
0,9
1,13
2,16
3,16
4,16
5,15
6,12
7,8
8,0
9,0
10,0
11,0
12,8
13,13
14,17
15,12
16,11
17,11
18,12
19,10
20,11
21,12
22,12
23,11
24,28
25,29
26,5
27,5
28,5
29,5
30,6
31,6
32,6
33,6
34,8
35,8
36,9
37,9
38,10
39,12
40,13
41,15
42,19
43,22
44,20
45,18
46,16
47,12
48,8
