y,value
0,25
1,21
2,19
3,17
4,17
5,18
6,18
7,18
8,16
9,18
10,17
11,16
12,18
13,16
14,18
15,16
16,17
17,18
18,16
19,18
20,16
21,18
22,16
23,16
24,18
25,17
26,17
27,15
28,15
29,15
30,15
31,16
32,17
33,27
34,31
