y,value
0,23
1,19
2,18
3,16
4,17
5,18
6,13
7,8
8,9
9,8
10,9
11,9
12,9
13,9
14,11
15,14
16,15
17,13
18,13
19,13
20,14
21,13
22,14
23,13
24,14
25,13
26,13
27,14
28,13
29,14
30,13
31,14
32,16
33,19
34,27
35,6
36,4
37,3
38,2
39,2
40,2
41,1
42,1
43,1
44,1
