x,value
0,3
1,3
2,13
3,11
4,7
5,6
6,6
7,5
8,4
9,4
10,7
11,6
12,6
13,7
14,8
15,8
16,9
17,9
18,11
19,12
20,17
21,22
22,30
23,28
24,26
25,23
26,20
27,16
28,10
