y,value
0,8
1,14
2,13
3,11
4,11
5,11
6,12
7,13
8,12
9,14
10,12
11,14
12,14
13,13
14,14
15,14
16,14
17,33
18,33
19,13
20,13
21,13
22,14
23,15
24,13
25,13
26,14
27,12
28,13
29,12
30,11
31,12
32,11
33,11
34,11
35,13
36,8
