y,value
0,9
1,14
2,14
3,12
4,11
5,13
6,11
7,12
8,12
9,12
10,12
11,11
12,9
13,7
14,10
15,12
16,11
17,12
18,11
19,11
20,11
21,11
22,11
23,12
24,12
25,12
26,12
27,12
28,13
29,14
30,18
31,22
32,28
33,26
34,22
35,17
36,11
