x,value
0,7
1,16
2,20
3,24
4,26
5,28
6,24
7,19
8,15
9,13
10,11
11,10
12,9
13,10
14,9
15,8
16,8
17,9
18,8
19,9
20,11
21,14
22,14
23,15
24,15
25,14
26,12
27,11
28,4
