y,value
0,2
1,3
2,18
3,20
4,22
5,22
6,22
7,19
8,8
9,5
10,4
11,4
12,3
13,3
14,3
15,3
16,3
17,2
18,11
19,16
20,16
21,16
22,14
23,13
24,14
25,13
26,14
27,13
28,15
29,15
30,15
31,16
32,15
33,15
34,15
35,15
36,14
37,14
38,14
39,14
40,14
41,14
42,13
43,13
44,11
45,13
46,11
47,12
48,12
49,13
50,12
51,13
52,18
53,14
54,8
