y,value
0,7
1,15
2,17
3,13
4,12
5,11
6,9
7,9
8,9
9,9
10,9
11,8
12,7
13,8
14,8
15,7
16,19
17,19
18,7
19,7
20,7
21,7
22,7
23,6
24,6
25,6
26,6
27,6
28,6
29,8
30,7
31,7
32,8
33,9
34,11
35,13
36,7
