y,value
0,28
1,25
2,13
3,11
4,10
5,9
6,9
7,9
8,8
9,9
10,7
11,7
12,7
13,7
14,7
15,7
16,20
17,20
18,7
19,7
20,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,8
33,10
34,17
