y,value
0,30
1,19
2,13
3,11
4,10
5,11
6,10
7,10
8,11
9,10
10,10
11,10
12,10
13,11
14,10
15,10
16,10
17,10
18,10
19,10
20,10
21,10
22,10
23,9
24,10
25,10
26,9
27,10
28,8
29,8
30,8
31,6
32,6
33,39
34,39
35,6
36,6
37,6
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,6
46,6
47,7
48,7
49,8
50,11
51,20
