y,value
0,31
1,28
2,12
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
17,9
18,9
19,9
20,9
21,9
22,9
23,9
24,9
25,9
26,9
27,8
28,8
29,12
30,15
31,19
32,20
33,23
34,27
35,5
