y,value
0,3
1,5
2,8
3,10
4,12
5,7
6,7
7,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,12
19,16
20,19
21,21
22,20
23,17
24,15
25,14
26,13
27,12
28,13
29,13
30,12
31,12
32,12
33,12
34,12
35,12
36,12
37,12
38,12
39,12
40,12
41,12
42,12
43,12
44,12
45,12
46,12
47,12
48,12
49,13
50,15
51,17
52,27
53,34
