y,value
0,18
1,14
2,8
3,7
4,6
5,6
6,6
7,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,17
17,21
18,19
19,15
20,14
21,13
22,14
23,13
24,13
25,13
26,13
27,13
28,14
29,13
30,13
31,15
32,20
33,24
34,22
