y,value
0,36
1,28
2,17
3,14
4,13
5,12
6,12
7,12
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,23
17,27
18,25
19,21
20,20
21,19
22,20
23,19
24,19
25,19
26,19
27,19
28,20
29,19
30,20
31,22
32,29
33,38
34,40
