x,value
0,13
1,18
2,21
3,25
4,27
5,29
6,25
7,16
8,12
9,10
10,9
11,6
12,7
13,7
14,5
15,5
16,6
17,6
18,6
19,7
20,6
21,8
22,10
23,11
24,14
25,19
26,29
27,28
28,26
29,23
30,20
31,16
32,9
