y,value
0,8
1,30
2,30
3,21
4,19
5,18
6,18
7,19
8,18
9,20
10,18
11,20
12,19
13,19
14,19
15,20
16,20
17,29
18,28
19,20
20,19
21,19
22,20
23,21
24,19
25,20
26,20
27,18
28,20
29,18
30,17
31,19
32,20
33,22
34,31
35,29
36,8
