x,value
0,9
1,17
2,22
3,26
4,29
5,31
6,33
7,17
8,11
9,10
10,8
11,6
12,6
13,6
14,8
15,8
16,9
17,9
18,13
19,69
20,70
21,70
22,71
23,71
24,71
25,7
26,6
27,6
28,6
29,7
30,5
31,7
32,6
33,8
34,10
35,11
36,18
37,33
38,31
39,29
40,25
41,23
42,17
43,10
