y,value
0,34
1,27
2,18
3,14
4,13
5,13
6,13
7,12
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,12
21,12
22,12
23,12
24,12
25,12
26,12
27,12
28,12
29,13
30,13
31,15
32,20
33,34
34,38
35,9
36,6
37,5
38,4
39,3
40,2
41,2
42,2
43,1
44,1
