x,value
0,3
1,3
2,4
3,4
4,5
5,7
6,10
7,12
8,15
9,19
10,21
11,24
12,23
13,23
14,22
15,24
16,37
17,33
18,31
19,28
20,25
21,26
22,15
23,11
24,12
25,10
26,12
27,13
28,12
29,13
30,13
31,11
32,8
33,6
34,5
35,4
36,3
37,3
38,3
