y,value
0,8
1,13
2,17
3,12
4,11
5,11
6,12
7,10
8,11
9,12
10,12
11,11
12,28
13,29
14,5
15,5
16,5
17,5
18,6
19,6
20,6
21,6
22,8
23,8
24,9
25,9
26,10
27,12
28,13
29,15
30,19
31,22
32,20
33,18
34,16
35,12
36,8
