x,value
0,2
1,2
2,8
3,10
4,13
5,14
6,15
7,18
8,20
9,21
10,22
11,23
12,21
13,21
14,20
15,20
16,19
17,22
18,22
19,17
20,13
21,9
22,9
23,8
24,9
25,8
26,8
27,9
28,10
29,10
30,12
31,10
32,7
33,5
34,3
35,2
36,2
37,1
