x,value
0,2
1,4
2,4
3,4
4,7
5,35
6,35
7,35
8,35
9,35
10,35
11,8
12,6
13,5
14,4
15,3
16,3
17,2
18,2
19,2
20,2
21,3
22,3
23,4
24,5
25,6
26,13
27,35
28,35
29,36
30,36
31,36
32,37
33,9
34,8
35,8
36,10
37,12
