x,value
0,2
1,2
2,4
3,4
4,6
5,11
6,35
7,35
8,35
9,35
10,35
11,35
12,6
13,5
14,5
15,3
16,3
17,2
18,2
19,2
20,3
21,3
22,4
23,5
24,6
25,14
26,35
27,35
28,35
29,35
30,35
31,35
32,6
33,5
34,4
35,3
36,2
37,2
38,2
39,2
40,3
41,3
42,4
43,5
44,6
45,35
46,35
47,35
48,36
49,36
50,36
51,13
52,9
53,8
54,10
55,12
56,12
