y,value
0,27
1,23
2,15
3,13
4,12
5,10
6,10
7,10
8,9
9,11
10,10
11,11
12,10
13,9
14,10
15,9
16,11
17,9
18,11
19,9
20,10
21,10
22,10
23,10
24,10
25,10
26,10
27,8
28,8
29,6
30,6
31,6
32,4
33,4
34,3
35,3
36,4
37,3
38,3
39,3
40,3
41,4
42,3
43,4
44,6
45,12
46,14
47,13
48,12
49,11
50,8
51,5
