x,value
0,11
1,10
2,7
3,6
4,5
5,5
6,7
7,10
8,9
9,10
10,12
11,17
12,24
13,18
14,5
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,5
24,5
25,35
26,35
27,35
28,36
29,36
30,36
31,13
32,9
33,8
34,10
35,13
36,12
