x,value
0,10
1,16
2,20
3,23
4,26
5,28
6,30
7,21
8,16
9,12
10,11
11,8
12,8
13,7
14,7
15,6
16,6
17,6
18,7
19,7
20,7
21,8
22,9
23,11
24,14
25,18
26,27
27,29
28,27
29,24
30,22
31,18
32,13
