x,value
0,1
1,2
2,2
3,3
4,4
5,11
6,17
7,20
8,24
9,24
10,25
11,26
12,21
13,20
14,16
15,13
16,11
17,10
18,7
19,7
20,6
21,8
22,12
23,35
24,35
25,35
26,35
27,35
28,35
29,6
30,4
31,4
32,4
33,2
